Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	A	C	D	E	F	G	H	I	K	L	M	N	P	Q	R	S	T	V	W	Y	B	J	Z	X	.	*	-	?
OG2782.nex	343	260	89180	5521	6.191	250	0.962	238	0.915	5168	826	4560	3259	5718	5713	3047	5607	4802	9457	1798	3726	2915	2920	2816	7150	4511	5561	1708	2397	0	0	0	4681	0	0	840	0
OG2783.nex	343	542	185906	31135	16.748	510	0.941	493	0.91	11443	1037	10088	8665	5502	10234	3063	9030	8248	17889	3584	7368	7829	4963	7178	11824	8762	11129	2494	4441	0	0	0	7588	0	0	23547	0
OG2785.nex	343	215	73745	6223	8.439	204	0.949	198	0.921	4380	611	4753	4768	3597	3597	1618	4346	3700	8431	933	3942	3554	2564	2167	5298	2787	3810	426	2240	0	0	0	5805	0	0	418	0
OG2788.nex	343	179	61397	5150	8.388	165	0.922	153	0.855	4208	781	3093	4039	3470	5059	778	3769	4995	5119	803	2553	2205	1950	1224	2667	3621	3822	618	1473	0	0	0	5012	0	0	138	0
OG2789.nex	343	176	60368	2554	4.231	172	0.977	170	0.966	3352	145	3842	7149	973	2065	540	3613	6112	7450	1511	2863	1125	4808	2790	2927	2322	3085	10	1132	0	0	0	2288	0	0	266	0
OG2790.nex	343	292	100156	5717	5.708	278	0.952	262	0.897	5064	1012	5936	6735	4172	3065	1504	7812	6307	14093	3325	5184	1620	2960	3693	6777	5120	6331	245	3484	0	0	0	5549	0	0	168	0
OG2793.nex	343	346	118678	8924	7.52	333	0.962	325	0.939	4978	1366	5503	8363	5526	4962	2557	6009	7539	12081	2139	4474	4830	4057	8147	7336	4816	8030	2348	4693	0	0	0	4498	0	0	4426	0
OG2795.nex	343	275	94325	8468	8.977	272	0.989	255	0.927	5852	1072	7080	7746	3673	4599	2442	5945	5170	6436	1940	3178	3486	3045	4008	5857	4019	6759	1222	2328	0	0	0	4129	0	0	4339	0
OG2796.nex	343	263	90209	14930	16.55	261	0.992	258	0.981	6281	300	3065	5275	3376	3980	1059	4109	5564	6666	978	3603	3076	2766	3707	6739	5726	5988	552	2469	0	0	0	3946	0	0	10984	0
OG2797.nex	343	192	65856	7161	10.874	155	0.807	143	0.745	3539	1193	4312	3553	3041	4211	465	4688	4412	4630	808	3456	800	2492	2599	4235	4027	4100	618	1516	0	0	0	7104	0	0	57	0
OG2798.nex	343	350	120050	5577	4.646	345	0.986	335	0.957	7095	1560	7405	7114	5837	9822	3234	7821	5338	9109	2128	5007	2824	3555	2091	9415	8286	11361	3030	2441	0	0	0	5251	0	0	326	0
OG2799.nex	343	321	110103	14274	12.964	321	1.0	319	0.994	5035	679	5542	7441	3821	2762	1390	6688	7433	12309	1857	4241	1313	5567	5266	9360	5930	5522	1165	2508	0	0	0	5787	0	0	8487	0
OG2800.nex	343	262	89866	13781	15.335	259	0.989	256	0.977	3760	1205	4956	5522	3377	4544	1137	5591	4961	8244	1818	4390	1413	3851	3601	6521	3248	4654	1427	1865	0	0	0	4978	0	0	8803	0
OG2801.nex	343	999	342657	79336	23.153	987	0.988	934	0.935	13639	1885	13798	16527	8523	11254	6748	16993	24524	23392	5161	17056	12794	9394	14084	32000	15064	12942	1664	5879	0	0	0	29977	0	0	49359	0
OG2802.nex	343	1563	536109	81835	15.265	1563	1.0	1561	0.999	24365	7034	26427	30751	21046	13949	8660	35831	32823	59258	9375	23965	13441	17946	19287	43542	23797	26784	2145	13848	0	0	0	46890	0	0	34945	0
OG2803.nex	343	967	331681	60254	18.166	967	1.0	961	0.994	14704	4010	17364	18248	13249	10657	4517	21070	20429	33222	4083	15174	7685	10775	10458	23443	12428	15019	3429	11463	0	0	0	16453	0	0	43801	0
OG2804.nex	343	421	144403	8169	5.657	390	0.926	375	0.891	9660	3710	6780	9136	3969	7947	2626	9206	8852	13818	2675	6259	6084	5852	5530	12533	5974	9594	1601	4428	0	0	0	6736	0	0	1433	0
OG2807.nex	343	393	134799	7597	5.636	301	0.766	283	0.72	12374	1894	6144	8882	5000	12051	2402	6163	8125	9058	5196	4670	4640	3689	6941	8411	6551	7105	958	6948	0	0	0	6682	0	0	915	0
OG2809.nex	343	773	265139	82095	30.963	747	0.966	738	0.955	8022	1652	9452	12358	6024	8313	4424	10072	15162	16635	3718	10797	8154	7012	11644	23089	10578	8723	968	6247	0	0	0	51018	0	0	31077	0
OG2810.nex	343	505	173215	12496	7.214	488	0.966	481	0.952	12973	974	8616	12089	6753	8645	2271	10237	14547	11196	1961	7818	11119	6230	3064	15883	9249	12624	1562	2908	0	0	0	9606	0	0	2890	0
OG2811.nex	343	913	313159	100725	32.164	905	0.991	896	0.981	8919	1125	14578	17572	12822	7049	4772	14151	18558	24897	5242	11173	6915	9218	10465	15588	9331	11206	2056	6797	0	0	0	86736	0	0	13989	0
OG2812.nex	343	219	75117	3855	5.132	195	0.89	190	0.868	3789	481	3534	4759	2449	5980	1761	4222	6093	7718	1438	1937	3028	2245	2824	5517	4921	5221	715	2630	0	0	0	3723	0	0	132	0
OG2813.nex	343	385	132055	7780	5.891	377	0.979	369	0.958	5269	2082	7135	8708	6849	6999	2393	8649	7693	11718	2047	6933	6387	4867	4975	8616	7233	8275	2110	5337	0	0	0	6931	0	0	849	0
OG2816.nex	343	495	169785	33942	19.991	482	0.974	479	0.968	7063	627	11343	15277	4234	5536	1984	6021	9541	6444	2234	8139	10425	12650	3584	13974	5898	6724	249	3896	0	0	0	8415	0	0	25527	0
OG2818.nex	343	652	223636	22621	10.115	621	0.952	602	0.923	10197	1994	11612	12997	7523	11631	4641	15075	14312	19267	4789	11171	7902	8319	10049	20090	10811	11767	1666	5202	0	0	0	11097	0	0	11524	0
OG2820.nex	343	454	155722	12584	8.081	446	0.982	445	0.98	7378	855	8543	9128	5802	3481	2363	11465	11652	22443	1706	9211	3703	5399	4049	13008	7764	9151	1816	4221	0	0	0	8172	0	0	4412	0
OG2821.nex	343	171	58653	3222	5.493	162	0.947	158	0.924	2334	632	1177	1309	5216	2474	436	5814	2476	9394	1633	1421	1744	2675	2205	4122	2075	3093	1503	3698	0	0	0	2907	0	0	315	0
OG2822.nex	343	261	89523	8038	8.979	240	0.92	215	0.824	4359	1380	5405	6370	3978	4437	2273	4669	4939	7353	2734	3617	3650	3228	4542	4696	2737	3358	4110	3650	0	0	0	7830	0	0	208	0
OG2823.nex	343	383	131369	7650	5.823	353	0.922	336	0.877	12680	1658	7492	11210	5809	5585	2334	4697	6050	12390	3683	9004	3356	7509	5865	8236	4770	5493	1929	3969	0	0	0	7278	0	0	372	0
OG2824.nex	343	337	115591	31691	27.416	309	0.917	300	0.89	3687	822	5614	5016	3506	2937	1863	6182	5489	9560	1501	4158	4630	2304	4396	8263	4306	4940	1193	3533	0	0	0	24601	0	0	7090	0
OG2825.nex	343	230	78890	3609	4.575	194	0.843	180	0.783	7233	292	4464	4586	2438	5857	1288	3375	4155	8395	779	3592	2071	3747	3981	5517	3853	5641	282	3735	0	0	0	3450	0	0	159	0
OG2827.nex	343	523	179389	21097	11.76	514	0.983	509	0.973	9440	2550	8910	9978	5897	5765	2595	9799	12688	16564	2589	10654	7907	9412	6986	12979	9238	8005	2055	4281	0	0	0	8368	0	0	12729	0
OG2829.nex	343	673	230839	50210	21.751	670	0.996	667	0.991	14517	376	10676	13626	12093	10660	703	6107	20271	8324	1862	10434	12936	5461	4123	23317	14476	8342	96	2229	0	0	0	18175	0	0	32035	0
OG2830.nex	343	495	169785	16463	9.696	493	0.996	489	0.988	11822	1415	6603	18313	4924	5136	2181	8494	16213	14416	3230	6570	4322	8328	11004	9724	6903	7496	2783	3445	0	0	0	8416	0	0	8047	0
OG2832.nex	343	466	159838	8492	5.313	440	0.944	416	0.893	6063	2114	8368	8167	8523	7713	3235	13514	11422	14672	3874	10012	3747	5660	7113	12857	8864	11720	199	3509	0	0	0	7922	0	0	570	0
OG2833.nex	343	501	171843	10610	6.174	475	0.948	468	0.934	11401	3280	6817	3788	12013	10809	2088	14789	6456	21713	4138	5403	8280	2782	5051	14757	10746	11286	1451	4185	0	0	0	8517	0	0	2093	0
OG2834.nex	343	389	133427	9702	7.271	373	0.959	366	0.941	4003	1783	8098	6669	9707	5007	2679	8577	7516	16186	1795	7703	4256	5657	4233	10481	6210	7118	1577	4470	0	0	0	9337	0	0	365	0
OG2835.nex	343	697	239071	19344	8.091	627	0.9	611	0.877	14359	2130	12301	9920	15174	11949	3560	14909	17023	24276	3389	14280	8835	8289	8190	17277	11379	11085	1598	9804	0	0	0	10459	0	0	8885	0
OG2837.nex	343	197	67571	2776	4.108	140	0.711	128	0.65	5126	778	3809	5946	2329	3706	1480	4989	4670	6074	333	2926	2372	1779	3966	4550	3567	3510	657	2228	0	0	0	2758	0	0	18	0
OG2838.nex	343	261	89523	5538	6.186	229	0.877	217	0.831	3558	1254	5046	5633	3694	4301	3091	6199	8352	9384	1531	3273	3133	2253	5082	4531	2759	5239	1107	4565	0	0	0	5220	0	0	318	0
OG2839.nex	343	321	110103	4351	3.952	263	0.819	248	0.773	7393	1734	6539	6268	3001	4072	1780	7901	7445	12781	1769	5363	4173	4193	5889	9066	6445	6142	648	3150	0	0	0	4174	0	0	177	0
OG2840.nex	343	202	69286	14680	21.188	189	0.936	186	0.921	1895	523	2849	1862	1967	4016	1383	4017	3433	4167	976	3010	4098	1220	3313	4257	3114	5508	1533	1465	0	0	0	3030	0	0	11650	0
OG2841.nex	343	876	300468	24536	8.166	712	0.813	654	0.747	17848	1522	17942	19686	13531	15991	6174	20140	18787	25220	3841	16311	10200	10694	12913	16760	13552	18190	5327	11303	0	0	0	21026	0	0	3510	0
OG2842.nex	343	304	104272	35165	33.724	292	0.961	285	0.938	4874	584	2355	2227	6069	3775	708	5381	2697	9120	1297	4045	3053	1789	2874	5612	3894	4370	2258	2125	0	0	0	6688	0	0	28477	0
OG2843.nex	343	361	123823	30991	25.028	336	0.931	317	0.878	5692	1607	4864	4131	5809	6010	1437	7981	2387	11913	1859	4452	4070	3329	2217	8814	3649	6693	1957	3961	0	0	0	13718	0	0	17273	0
OG2844.nex	343	480	164640	34809	21.142	477	0.994	471	0.981	9635	10	10189	15964	1995	5777	1154	4364	23266	9105	1811	6060	3510	7441	8882	9739	4402	4433	923	1171	0	0	0	15840	0	0	18969	0
OG2846.nex	343	326	111818	5420	4.847	309	0.948	294	0.902	7132	2703	6738	6509	4741	6554	2656	7845	6474	8228	3450	4960	5036	2697	6945	4935	5186	9188	1147	3274	0	0	0	4894	0	0	526	0
OG2847.nex	343	334	114562	5518	4.817	299	0.895	287	0.859	7256	1594	8248	7300	5529	5121	2675	8417	7172	7705	1421	6591	6048	2788	6175	7094	5760	8724	720	2706	0	0	0	5012	0	0	506	0
OG2848.nex	343	179	61397	4222	6.877	169	0.944	162	0.905	3174	844	3298	3943	2718	3872	1475	4673	5820	5582	1243	2007	2680	2140	1505	3822	2092	4527	363	1397	0	0	0	3938	0	0	284	0
OG2850.nex	343	463	158809	11687	7.359	453	0.978	450	0.972	7629	965	7906	12371	6014	4656	2713	11377	12590	14771	2490	9894	5908	6314	7933	13781	7440	6480	902	4988	0	0	0	8334	0	0	3353	0
OG2852.nex	343	480	164640	12242	7.436	437	0.91	409	0.852	10341	2276	8837	11016	7311	10547	3032	9250	12251	14718	1854	7682	6967	6534	4773	12628	6700	9510	1346	4825	0	0	0	8160	0	0	4082	0
OG2853.nex	343	360	123480	37772	30.59	354	0.983	341	0.947	7986	2134	3942	5795	4184	3350	2795	4207	6363	11632	2100	4187	2514	3231	3851	4897	2933	3694	946	4967	0	0	0	37440	0	0	332	0
OG2855.nex	343	272	93296	4336	4.648	244	0.897	235	0.864	2589	2599	4292	5663	4679	4121	1518	6108	7007	10607	1407	4480	4116	2451	4289	6590	4498	4176	1184	6586	0	0	0	4080	0	0	256	0
OG2856.nex	343	170	58310	2735	4.69	167	0.982	159	0.935	2218	1355	3623	4025	4066	3606	663	5582	3756	4710	976	2452	1694	1389	1946	3082	2108	4890	1857	1577	0	0	0	2550	0	0	185	0
OG2857.nex	343	305	104615	5501	5.258	259	0.849	250	0.82	5320	1891	6098	6250	5675	5911	3361	7011	6762	10405	2782	3085	4004	3042	3698	7798	3896	6104	2145	3876	0	0	0	5186	0	0	315	0
OG2859.nex	343	306	104958	5549	5.287	301	0.984	281	0.918	9991	1411	7852	5045	5200	7321	739	4937	5441	6480	1471	5077	2726	4181	1302	9504	6961	7110	3063	3597	0	0	0	4896	0	0	653	0
OG2860.nex	343	514	176302	13427	7.616	484	0.942	469	0.912	8754	2953	10133	12319	6318	10494	3913	11141	11390	16147	3704	7083	6419	4587	8260	12077	8260	11047	1824	6052	0	0	0	8743	0	0	4684	0
OG2861.nex	343	638	218834	31896	14.575	617	0.967	612	0.959	10001	3396	12671	12251	8323	8989	3591	11558	15957	18143	4007	9358	7994	7350	9700	16171	8811	10643	2193	5831	0	0	0	14038	0	0	17858	0
OG2862.nex	343	1671	573153	82187	14.339	1669	0.999	1664	0.996	32853	1084	25478	68077	8198	8230	5861	23126	52881	60281	6093	29693	5362	35622	25006	48278	26450	19744	1278	7371	0	0	0	56837	0	0	25350	0
OG2863.nex	343	379	129997	14758	11.353	371	0.979	368	0.971	6159	1704	9647	7865	4307	6836	4381	6241	9053	9699	1631	6396	4270	2892	4088	10734	5715	8088	1875	3658	0	0	0	8717	0	0	6041	0
OG2864.nex	343	524	179732	21023	11.697	489	0.933	463	0.884	8730	1708	10185	10173	7186	8569	4890	8726	12505	18738	2119	7008	8129	5357	8338	11229	8619	8000	1649	6851	0	0	0	8385	0	0	12638	0
OG2866.nex	343	377	129311	6053	4.681	371	0.984	369	0.979	4990	853	8369	9375	6833	3506	3049	7912	11711	13969	1440	7857	2988	5444	5698	10603	6849	5859	886	5067	0	0	0	5655	0	0	398	0
OG2867.nex	343	328	112504	26478	23.535	314	0.957	311	0.948	4018	206	4080	3943	2726	5000	2051	4976	5199	7119	1177	4890	6862	5565	4428	10111	4931	4110	754	3880	0	0	0	17385	0	0	9093	0
OG2868.nex	343	309	105987	9352	8.824	298	0.964	281	0.909	4586	1424	7104	7159	6011	7052	3470	4938	8292	7579	1776	6418	3641	2797	3091	5846	4632	5226	1296	4297	0	0	0	7107	0	0	2245	0
OG2869.nex	343	217	74431	3605	4.843	199	0.917	192	0.885	3915	1544	3907	5661	3192	3467	1542	4892	4268	7410	2196	3417	1938	1956	4387	4705	3955	4588	1508	2378	0	0	0	3472	0	0	133	0
OG2871.nex	343	220	75460	3791	5.024	196	0.891	181	0.823	3755	282	4641	5535	2881	4330	1935	4189	5534	7659	563	3113	3028	3284	2963	3671	4535	4878	1619	3274	0	0	0	3743	0	0	48	0
OG2872.nex	343	504	172872	39903	23.082	487	0.966	472	0.937	8189	1395	3699	3205	11871	6360	2010	11702	4697	20436	2541	6409	5955	2918	3049	11447	7205	9691	2592	7598	0	0	0	11088	0	0	28815	0
OG2873.nex	343	173	59339	3640	6.134	171	0.988	168	0.971	3708	563	3867	3992	2668	2389	1022	3815	3882	6571	1410	3348	2489	1526	1691	4284	2403	2800	1015	2256	0	0	0	3114	0	0	526	0
OG2874.nex	343	362	124166	40677	32.76	356	0.983	343	0.948	3721	1459	5879	6346	3511	4378	1906	7176	4247	7336	1313	4193	2760	2747	3072	7164	4711	6009	2473	3088	0	0	0	39821	0	0	856	0
OG2876.nex	343	312	107016	8470	7.915	296	0.949	289	0.926	6729	1148	3809	5560	5418	5465	3137	6278	4374	9378	3471	5170	4786	4012	6228	8506	4566	4923	1737	3851	0	0	0	5620	0	0	2850	0
OG2878.nex	343	525	180075	16909	9.39	507	0.966	494	0.941	14595	2581	10130	13145	5695	8025	3520	8598	12979	14831	3559	8759	4536	7145	11340	12744	8020	9264	981	2719	0	0	0	11552	0	0	5357	0
OG2879.nex	343	356	122108	10105	8.275	336	0.944	317	0.89	6733	2003	7209	3900	5027	7946	3550	5694	4958	8096	2558	6677	5099	4244	4685	11107	6752	7986	4198	3581	0	0	0	7120	0	0	2985	0
OG2880.nex	343	630	216090	20382	9.432	577	0.916	558	0.886	14093	1602	11476	13450	6732	15674	2514	13176	11493	23071	6942	7521	4630	6735	9672	14033	11108	12776	3768	5242	0	0	0	20160	0	0	222	0
OG2882.nex	343	256	87808	5229	5.955	233	0.91	228	0.891	6842	1189	4311	5134	3371	7502	1961	5901	5591	7273	2328	2473	3023	3481	2222	5801	4304	6937	247	2688	0	0	0	4864	0	0	365	0
OG2883.nex	343	698	239414	24232	10.121	688	0.986	685	0.981	11230	2588	13287	13792	9322	9472	4273	14609	20143	20683	4200	14361	7779	8860	12034	18259	9861	11907	3108	5414	0	0	0	12564	0	0	11668	0
OG2885.nex	343	236	80948	6374	7.874	232	0.983	225	0.953	4552	14	7660	9108	1770	3036	893	3333	8669	5288	925	3743	2024	3413	4199	6320	3635	3003	654	2335	0	0	0	4720	0	0	1654	0
OG2886.nex	343	241	82663	4968	6.01	237	0.983	228	0.946	4600	1104	4656	3920	3394	3508	1013	5899	4152	10068	814	3862	3508	2163	2894	8640	4187	6333	502	2478	0	0	0	4820	0	0	148	0
OG2887.nex	343	609	208887	28494	13.641	602	0.989	588	0.966	12816	2121	10000	11314	4845	11133	3812	12078	12193	19451	2293	8454	8286	7655	7275	14987	11167	14942	989	4582	0	0	0	9745	0	0	18749	0
OG2889.nex	343	461	158123	11894	7.522	427	0.926	410	0.889	10489	2166	7830	6007	3544	9674	4409	9043	7758	11773	2336	8943	6749	5150	7568	17160	10395	8258	3546	3431	0	0	0	9220	0	0	2674	0
OG2892.nex	343	249	85407	5801	6.792	243	0.976	241	0.968	4092	1153	3530	1891	6193	4136	1203	7129	3880	10155	2101	2581	3826	1620	5190	5333	3621	6772	1391	3809	0	0	0	5480	0	0	321	0
OG2893.nex	343	491	168413	19211	11.407	472	0.961	459	0.935	10082	1719	11222	9476	8211	12028	4052	8677	11773	8418	1477	8532	4187	6864	5970	11085	5092	8927	5720	5690	0	0	0	16729	0	0	2482	0
OG2894.nex	343	320	109760	6815	6.209	307	0.959	295	0.922	5199	2190	1564	1668	8430	5112	2110	10488	5354	14120	3085	3611	4276	3015	2339	9537	7504	7809	1406	4128	0	0	0	5760	0	0	1055	0
OG2895.nex	343	430	147490	16134	10.939	424	0.986	418	0.972	6723	948	6912	12679	3434	5334	3319	7049	14870	12195	2727	7657	7269	6450	9478	6603	5000	6810	2174	3725	0	0	0	7315	0	0	8819	0
OG2897.nex	343	339	116277	9702	8.344	331	0.976	324	0.956	3557	1230	5009	5429	4445	5200	2366	9790	8831	9915	1437	5244	6635	3030	5734	9611	6753	8791	324	3244	0	0	0	8475	0	0	1227	0
OG2898.nex	343	888	304584	30238	9.928	885	0.997	878	0.989	10135	2511	12648	14791	14370	9135	6016	24664	21284	36811	5363	20056	9177	10982	10476	22646	14394	16050	3767	9070	0	0	0	18659	0	0	11579	0
OG2901.nex	343	916	314188	123045	39.163	906	0.989	839	0.916	11757	2722	6415	5159	15104	10207	3946	15694	9490	25726	4580	7691	9905	6471	6080	15028	8446	12230	5579	8913	0	0	0	19236	0	0	103809	0
OG2903.nex	343	199	68257	3916	5.737	177	0.889	167	0.839	2992	1052	3783	4451	2920	4291	1886	4832	4181	6950	2299	2569	2252	1437	2702	3830	3416	4927	1221	2350	0	0	0	3582	0	0	334	0
OG2905.nex	343	216	74088	36394	49.123	203	0.94	185	0.856	1510	107	1521	1101	781	3444	290	2386	2909	4158	1308	3018	1977	1628	3310	2728	2448	2704	62	304	0	0	0	9073	0	0	27321	0
OG2906.nex	343	232	79576	3918	4.924	205	0.884	195	0.841	3967	796	4528	7043	3750	2094	1030	7224	5805	7431	953	3328	4126	2713	4315	4570	2958	5430	424	3173	0	0	0	3713	0	0	205	0
OG2908.nex	343	377	129311	11274	8.719	351	0.931	346	0.918	8428	1019	6848	6320	6605	6695	2559	9386	8220	11381	2365	5185	4048	4733	6631	7495	7859	9364	253	2643	0	0	0	10941	0	0	333	0
OG2910.nex	343	210	72030	4252	5.903	202	0.962	201	0.957	4407	459	4366	3877	4756	3865	1019	3212	4020	6626	2613	2715	2231	3325	4508	4085	2706	4017	1301	3670	0	0	0	4200	0	0	52	0
OG2911.nex	343	405	138915	16671	12.001	389	0.96	369	0.911	6622	4040	7759	6999	3759	4451	2586	6445	8258	11255	2180	7637	3787	4353	8474	11461	8069	7078	2547	4484	0	0	0	11341	0	0	5330	0
OG2912.nex	343	373	127939	9215	7.203	338	0.906	324	0.869	5072	2311	8085	8125	7841	5697	3866	5606	7431	12188	2637	5941	4679	3017	3509	11087	7395	6670	1775	5792	0	0	0	6716	0	0	2499	0
OG2914.nex	343	332	113876	20978	18.422	329	0.991	325	0.979	5473	20	6666	8888	2169	6532	1469	4924	11209	7091	2249	4343	2286	4269	7403	9002	4183	3573	18	1131	0	0	0	5976	0	0	15002	0
OG2918.nex	343	921	315903	78107	24.725	911	0.989	902	0.979	14801	570	12423	15165	10413	12537	5155	12873	13609	20783	6108	12476	16174	24698	9977	19708	10218	12455	1308	6345	0	0	0	25800	0	0	52307	0
OG2919.nex	343	302	103586	16324	15.759	291	0.964	281	0.93	8140	203	4197	5085	3628	7496	976	6071	7580	8905	373	3162	2855	2578	2488	5568	5140	7755	417	4645	0	0	0	16006	0	0	318	0
OG2920.nex	343	646	221578	33480	15.11	632	0.978	626	0.969	9245	2515	13156	13610	6414	8524	4318	11898	16838	19061	3502	9496	8248	6577	8978	16528	11222	11932	1521	4515	0	0	0	12920	0	0	20560	0
OG2921.nex	343	302	103586	13049	12.597	302	1.0	297	0.983	6598	601	2326	2702	3826	3118	1114	6326	5172	12508	3136	3875	4937	4549	5352	7736	6465	5690	2377	2129	0	0	0	6343	0	0	6706	0
OG2922.nex	343	307	105301	22276	21.155	305	0.993	302	0.984	6903	418	3670	6195	2391	2847	1451	4693	7432	8403	2051	3392	4173	4281	5976	6132	4454	5241	856	2066	0	0	0	6142	0	0	16134	0
OG2923.nex	343	718	246274	48361	19.637	714	0.994	712	0.992	12144	1234	15858	16096	5749	8665	4258	12683	11913	21300	2259	12380	5489	7830	7243	20554	11768	13811	2028	4651	0	0	0	20824	0	0	27537	0
OG2924.nex	343	237	81291	7346	9.037	230	0.97	223	0.941	3678	762	6790	4763	4185	3645	1951	5087	5428	7560	970	3539	3190	2286	2750	5319	3420	4609	1115	2898	0	0	0	4977	0	0	2369	0
OG2925.nex	343	466	159838	63921	39.991	461	0.989	459	0.985	5358	1557	5019	4170	6314	2968	1827	7579	5234	8988	1921	5742	3925	3100	4682	9705	5590	5518	1617	5103	0	0	0	49862	0	0	14059	0
OG2926.nex	343	450	154350	26493	17.164	446	0.991	438	0.973	8133	3130	9598	4036	4334	8571	2660	7961	6618	10573	2626	7028	3724	5522	5637	15539	7561	8165	2444	3997	0	0	0	9454	0	0	17039	0
OG2928.nex	343	435	149205	14633	9.807	399	0.917	380	0.874	9728	2644	9488	9990	5294	7772	2854	7548	11477	11369	3535	5668	5985	4765	8173	6026	6281	8942	2280	4753	0	0	0	8703	0	0	5930	0
OG2929.nex	343	319	109417	9230	8.436	307	0.962	295	0.925	4341	1092	7980	6530	4276	3943	2049	8856	5120	12198	3002	5037	2937	3996	3524	8727	4479	7376	306	4418	0	0	0	7994	0	0	1236	0
OG2930.nex	343	354	121422	6431	5.296	270	0.763	256	0.723	11903	894	6280	7952	2993	9234	1695	7247	7045	13782	2012	4292	6372	2773	3951	8577	5957	9419	1159	1454	0	0	0	6374	0	0	57	0
OG2931.nex	343	295	101185	5759	5.692	273	0.925	257	0.871	3356	1180	5254	5345	6610	3340	2135	8404	7959	10129	3623	6270	1604	3551	4107	9211	4428	5508	1100	2312	0	0	0	5310	0	0	449	0
OG2932.nex	343	356	122108	13534	11.084	354	0.994	348	0.978	5059	1526	6448	4626	4781	6374	3199	9188	6937	10968	2000	5951	4021	3150	5006	9732	6296	7754	1984	3574	0	0	0	7481	0	0	6053	0
OG2934.nex	343	173	59339	2719	4.582	134	0.775	128	0.74	2869	140	3976	4178	2594	3031	1326	2048	2680	4408	2093	2760	5005	2532	3976	3296	2571	3252	1716	2169	0	0	0	2596	0	0	123	0
OG2935.nex	343	351	120393	13071	10.857	346	0.986	345	0.983	5081	978	6450	6423	5929	5373	2575	6015	7871	9747	2329	5661	5503	4789	5489	9011	5026	6394	1677	5001	0	0	0	8078	0	0	4993	0
OG2936.nex	343	287	98441	6999	7.11	251	0.875	242	0.843	7821	1904	6099	5280	2431	8919	2692	6559	5327	9338	1604	3245	4888	1741	2914	5155	5053	7188	1052	2232	0	0	0	6888	0	0	111	0
OG2937.nex	343	210	72030	6553	9.098	202	0.962	201	0.957	3924	81	3993	7948	2129	2621	924	2604	10760	4384	867	3367	1065	3231	5850	3446	2763	3259	310	1951	0	0	0	5251	0	0	1302	0
OG2938.nex	343	279	95697	7322	7.651	274	0.982	265	0.95	3820	2662	4130	4534	3417	10782	2922	5713	4657	8212	1254	4803	2217	2978	2820	6741	4627	7208	2612	2266	0	0	0	5859	0	0	1463	0
OG2939.nex	343	354	121422	40676	33.5	309	0.873	279	0.788	5279	3059	4926	5062	2417	5537	2714	5274	5897	5003	1063	3882	5599	1858	3772	4224	5343	5679	764	3394	0	0	0	40357	0	0	319	0
OG2940.nex	343	357	122451	41036	33.512	325	0.91	313	0.877	4575	624	4654	5999	4346	5762	1107	4390	6341	6735	2108	4072	6038	3030	2840	6587	4200	5103	291	2613	0	0	0	37485	0	0	3551	0
OG2941.nex	343	439	150577	17593	11.684	432	0.984	426	0.97	8042	621	12250	12176	6792	5790	2538	8019	6758	10821	2751	7315	6317	7595	7481	9266	6930	7208	1334	2980	0	0	0	11415	0	0	6178	0
OG2942.nex	343	355	121765	5245	4.307	283	0.797	257	0.724	7222	1211	7410	7672	3671	8802	2482	9248	9783	11643	1934	4911	4748	3282	5698	6453	7235	9712	672	2731	0	0	0	4970	0	0	275	0
OG2943.nex	343	168	57624	4331	7.516	166	0.988	165	0.982	3655	354	1745	2158	2108	2558	391	4056	4584	5548	2944	3252	3391	2126	973	4574	2981	3089	1412	1394	0	0	0	3026	0	0	1305	0
OG2944.nex	343	1033	354319	68806	19.419	1031	0.998	1028	0.995	12035	2337	19246	19693	14757	8714	5013	21913	21716	33457	5354	19946	7702	13126	11233	26346	15447	15467	2332	9679	0	0	0	24795	0	0	44011	0
OG2946.nex	343	207	71001	14799	20.843	179	0.865	172	0.831	2091	1141	5656	3674	3597	3535	1060	4973	4278	5133	891	2347	1742	1311	1956	3817	2860	3497	713	1930	0	0	0	14697	0	0	102	0
OG2948.nex	343	855	293265	18128	6.181	816	0.954	790	0.924	25941	2216	14253	16663	11652	16849	5336	18922	17783	31747	4947	13712	8681	10033	9542	21144	15698	18300	1715	10003	0	0	0	16245	0	0	1883	0
OG2949.nex	343	389	133427	7957	5.964	378	0.972	368	0.946	7690	1455	7054	9155	5695	7983	2333	8243	7089	12199	1683	5453	6157	5043	5564	10084	7402	8651	1758	4779	0	0	0	7391	0	0	566	0
OG2950.nex	343	398	136514	8005	5.864	339	0.852	324	0.814	11730	1444	7432	8529	4402	7387	2707	9747	7613	12745	3197	3779	5320	4162	9181	8076	8746	9533	650	2129	0	0	0	7960	0	0	45	0
OG2951.nex	343	224	76832	3986	5.188	217	0.969	216	0.964	4557	1165	3633	6136	2335	5097	1322	3488	7149	5232	1063	3016	3301	2453	5469	4134	5636	5116	824	1720	0	0	0	3808	0	0	178	0
OG2953.nex	343	241	82663	4488	5.429	216	0.896	207	0.859	5155	487	5971	4350	2653	5072	1670	4747	4548	7354	2362	3895	2906	2459	4209	5496	3891	5906	996	4048	0	0	0	4338	0	0	150	0
